id	itemTime	trialNumber	name	type	question	relevance	competence	prior	condition	answer	RT	language	comments	engagement	difficulty
A3BUWQ5C39GRQC:3P1L2B7AD2X43NPB1E01RQLGZHEOL1	1454998182403	7	gourmet desserts	lhh	Jeremy is madly in love with Claire.	0	0	1	test_uncertain	0.67	21371	English	NA	10	7
A3BUWQ5C39GRQC:3P1L2B7AD2X43NPB1E01RQLGZHEOL1	1454998197328	8	gourmet desserts	lhh	Claire knows whether all of their desserts are fantastic.	0	0	1	comp	0	14925	English	NA	10	7
A3BUWQ5C39GRQC:3P1L2B7AD2X43NPB1E01RQLGZHEOL1	1454998215582	9	schizophrenia talk	hll	Lucy is really nervous about the talk. 	1	0	0	test_uncertain	0.24	18253	English	NA	10	7
A3BUWQ5C39GRQC:3P1L2B7AD2X43NPB1E01RQLGZHEOL1	1454998228788	10	schizophrenia talk	hll	All of the people enjoyed Lucy's talk.	1	0	0	prior	0	13206	English	NA	10	7
A3BUWQ5C39GRQC:3P1L2B7AD2X43NPB1E01RQLGZHEOL1	1454998240437	11	van Gogh exhibition	lhl	The van Gogh exhibition is an important event for the city.	0	1	0	test_true	1	11649	English	NA	10	7
A3BUWQ5C39GRQC:3P1L2B7AD2X43NPB1E01RQLGZHEOL1	1454998249976	12	van Gogh exhibition	lhl	It is important for the mayor to know whether all of van Gogh's paintings are among the most valuable paintings in the world.	0	1	0	rel	0.85	9538	English	NA	10	7
A3BUWQ5C39GRQC:3P1L2B7AD2X43NPB1E01RQLGZHEOL1	1454998273853	13	stand-up comedy show	lll	Lennard is popular in Seattle.	0	0	0	test_true	1	23876	English	NA	10	7
A3BUWQ5C39GRQC:3P1L2B7AD2X43NPB1E01RQLGZHEOL1	1454998280893	14	stand-up comedy show	lll	From what Lennard said we may conclude that not all of the people who came yesterday also came to today's show.	0	0	0	imp	1	7039	English	NA	10	7
A3BUWQ5C39GRQC:3P1L2B7AD2X43NPB1E01RQLGZHEOL1	1454998292073	15	Harvard admission exams	hlh	Ethan is trying to get into an Ivy League university.	1	0	1	test_true	1	11178	English	NA	10	7
A3BUWQ5C39GRQC:3P1L2B7AD2X43NPB1E01RQLGZHEOL1	1454998303307	16	Harvard admission exams	hlh	Eleanor knows whether Ethan passed all of the exams.	1	0	1	comp	0.8	11234	English	NA	10	7
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944405151	1	Swiss watch protoype testing	hlh	Testing of the prototype is finished.	1	0	1	test_false	0.25	65111	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944407651	2	Swiss watch protoype testing	hlh	The prototype will pass all of the tests scheduled for today.	1	0	1	prior	0.69	2499	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944417923	3	rotten tomatoes	hll	Ted is fully dedicated to serving high quality food.	1	0	0	test_true	0.76	10272	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944422677	4	rotten tomatoes	hll	From what Gilbert said we may conclude that not all of the tomatoes are rotten.	1	0	0	imp	0.91	4753	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944449748	5	stand-up comedy show	lll	Lennard is making plans for his early retirement.	0	0	0	test_uncertain	0.08	27071	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944459048	6	stand-up comedy show	lll	Lennard knows whether all of the people who came yesterday also came to today's show.	0	0	0	comp	0.15	9300	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944466085	7	van Gogh exhibition	lhl	The curator refused to talk to the mayor.	0	1	0	test_false	0.01	7037	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944468538	8	van Gogh exhibition	lhl	All of van Gogh's paintings are among the most valuable paintings in the world.	0	1	0	prior	0.84	2452	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944475251	9	Star Trek expert quiz	hhh	Amber knows a lot about 'Star Trek'.	1	1	1	test_true	0.21	6713	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944478448	10	Star Trek expert quiz	hhh	From what George said we may conclude that Amber did not get all of the answers right.	1	1	1	imp	0.29	3196	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944485210	11	gourmet desserts	lhh	Jeremy is madly in love with Claire.	0	0	1	test_uncertain	0.27	6762	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944487147	12	gourmet desserts	lhh	It is important for Jeremy to know whether all of their desserts are fantastic.	0	0	1	rel	0.64	1937	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944494662	13	tail-donkey blindfold	hhl	Grace is unable to see where she has to pin the tails.	1	1	0	test_true	0.78	7514	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944498329	14	tail-donkey blindfold	hhl	From what Oliver said we may conclude that Grace did not put all of the tails in the right place.	1	1	0	imp	0.74	3667	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944509442	15	Martha's cookies	llh	Martha had dinner with a friend.	0	0	1	test_false	0.23	11111	English	None.	9	3
A3BUX2X4NAIB3K:3WYP994K18ZYEGQ6KX3X4Y1LNVC6Y8	1454944511489	16	Martha's cookies	llh	Martha knows whether Emily ate all of the cookies.	0	0	1	comp	0.77	2047	English	None.	9	3
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945038936	1	rotten tomatoes	hll	Gilbert is a former drug addict.	1	0	0	test_uncertain	0.06	13673	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945044470	2	rotten tomatoes	hll	It is important for Ted to know whether all of the tomatoes are rotten.	1	0	0	rel	1	5534	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945055648	3	hotel check	hhh	Harry will inspect the Los Angeles hotel next.	1	1	1	test_uncertain	0.5	11178	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945059948	4	hotel check	hhh	All of the rooms had working air conditioning.	1	1	1	prior	0.69	4300	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945074179	5	Martha's cookies	llh	Martha had dinner with a friend.	0	0	1	test_false	0	14231	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945080903	6	Martha's cookies	llh	From what Martha said we may conclude that Emily did not eat all of the cookies.	0	0	1	imp	1	6724	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945091614	7	van Gogh exhibition	lhl	The van Gogh exhibition is an important event for the city.	0	1	0	test_true	0.79	10694	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945099526	8	van Gogh exhibition	lhl	The curator knows whether all of van Gogh's paintings are among the most valuable paintings in the world.	0	1	0	comp	0.6	7904	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945107773	9	gourmet desserts	lhh	Jeremy is madly in love with Claire.	0	0	1	test_uncertain	0.54	8247	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945122911	10	gourmet desserts	lhh	From what Claire said we may conclude that not all of the restaurant's desserts are fantastic.	0	0	1	imp	0.92	15138	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945132122	11	tail-donkey blindfold	hhl	Grace is unable to see where she has to pin the tails.	1	1	0	test_true	0.96	9211	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945137978	12	tail-donkey blindfold	hhl	Oliver knows whether Grace put all of the tails in the right place.	1	1	0	comp	1	5856	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945146583	13	stand-up comedy show	lll	Lennard is making plans for his early retirement.	0	0	0	test_uncertain	0.4	8605	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945152454	14	stand-up comedy show	lll	All of the people who came yesterday also came to today's show.	0	0	0	prior	0.27	5871	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945162283	15	Harvard admission exams	hlh	Ethan failed to study intensively for his exams.	1	0	1	test_false	0	9829	English	NA	4	1
A3CF8ULBSE8MTL:39KFRKBFIO3O3MWAKTPRLYNC8V6OYF	1454945166467	16	Harvard admission exams	hlh	From what Eleanor said we may conclude that Ethan did not pass all of the exams.	1	0	1	imp	1	4184	English	NA	4	1
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454997854879	1	van Gogh exhibition	lhl	The mayor is not interested in art exhibitions.	0	1	0	test_uncertain	0.2	15114	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454997866828	2	van Gogh exhibition	lhl	It is important for the mayor to know whether all of van Gogh's paintings are among the most valuable paintings in the world.	0	1	0	rel	0.85	11949	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454997880580	3	tail-donkey blindfold	hhl	Grace and Oliver are playing charades.	1	1	0	test_false	0	13752	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454997893645	4	tail-donkey blindfold	hhl	From what Oliver said we may conclude that Grace did not put all of the tails in the right place.	1	1	0	imp	0.87	13065	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454997923864	5	gourmet desserts	lhh	Jeremy is madly in love with Claire.	0	0	1	test_uncertain	0.32	30219	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454997928379	6	gourmet desserts	lhh	All of the restaurant's desserts are fantastic.	0	0	1	prior	0.66	4514	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454997950297	7	hotel check	hhh	Mr Jaynes is the manager of the San Diego hotel.	1	1	1	test_false	0.05	21918	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454997967231	8	hotel check	hhh	From what Harry said we may conclude that not all of the rooms had working air conditioning.	1	1	1	imp	0.79	16918	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454997984731	9	emails from a broken laptop	lll	Kate has difficulties sending emails.	0	0	0	test_true	0.03	17500	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454997996473	10	emails from a broken laptop	lll	It is important for Kate to know whether Joshua received all of her emails.	0	0	0	rel	0.91	11742	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454998022349	11	Martha's cookies	llh	Martha is allergic to chocolate.	0	0	1	test_uncertain	0.3	25876	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454998033232	12	Martha's cookies	llh	Martha knows whether Emily ate all of the cookies.	0	0	1	comp	0.19	10883	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454998048581	13	Harvard admission exams	hlh	Ethan failed to study intensively for his exams.	1	0	1	test_false	0	15349	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454998052965	14	Harvard admission exams	hlh	Ethan passed all of the exams.	1	0	1	prior	0.7	4384	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454998068014	15	schizophrenia talk	hll	Lucy is really nervous about the talk. 	1	0	0	test_uncertain	0.79	15049	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DB48YWRXTFO3:3NXNZ5RS1B52HFW3VVG9BV8Q9YN97Z	1454998075864	16	schizophrenia talk	hll	From what Jacob said we may conclude that not all of the people enjoyed Lucy's talk.	1	0	0	imp	0.65	7850	English	A lot of the questions were extremely vague, though I assume that was the point of the study. 	8	9
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943486654	1	emails from a broken laptop	lll	Kate's laptop has a problem with the wifi connection.	0	0	0	test_uncertain	0.22	20926	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943495041	2	emails from a broken laptop	lll	Joshua received all of Kate's emails.	0	0	0	prior	0.25	8384	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943514793	3	tail-donkey blindfold	hhl	Grace is unable to see where she has to pin the tails.	1	1	0	test_true	0.9	19752	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943520872	4	tail-donkey blindfold	hhl	Oliver knows whether Grace put all of the tails in the right place.	1	1	0	comp	0.93	6079	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943548056	5	Swiss watch protoype testing	hlh	Testing of the prototype is finished.	1	0	1	test_false	0.28	27183	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943560766	6	Swiss watch protoype testing	hlh	From what the apprentice said we may conclude that the prototype did not pass all of the tests scheduled for today.	1	0	1	imp	0.63	12709	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943604219	7	hotel check	hhh	Mr Jaynes is the manager of the San Diego hotel.	1	1	1	test_false	0.5	43450	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943609368	8	hotel check	hhh	It is important for Mr Jaynes to know whether all of the rooms had working air conditioning.	1	1	1	rel	0.9	5146	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943634224	9	van Gogh exhibition	lhl	The mayor is not interested in art exhibitions.	0	1	0	test_uncertain	0.5	24853	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943639404	10	van Gogh exhibition	lhl	From what the curator said we may conclude that not all of van Gogh's paintings are among the most valuable paintings in the world.	0	1	0	imp	0.91	5179	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943682145	11	Martha's cookies	llh	Martha had dinner with a friend.	0	0	1	test_false	0.67	42740	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943689567	12	Martha's cookies	llh	It is important for Martha's husband to know whether Emily ate all of the cookies.	0	0	1	rel	0.19	7421	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943702320	13	schizophrenia talk	hll	Lucy's talk is unlikely to stir much commotion.	1	0	0	test_false	0.12	12752	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943706350	14	schizophrenia talk	hll	All of the people enjoyed Lucy's talk.	1	0	0	prior	0.09	4030	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943724605	15	gift unwrapping	lhh	There were twelve children at the party.	0	1	1	test_uncertain	0.5	18254	English	"Thank you! I wish you well with your research!
"	8	5
A3DDFEQ9K0H93C:3E13VNJ1NO3HHUA4A95DNEGGP1Y1IZ	1454943733862	16	gift unwrapping	lhh	From what Leonard's mother said we may conclude that Leonard did not unwrap all of the presents right away.	0	1	1	imp	0.69	9255	English	"Thank you! I wish you well with your research!
"	8	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998204838	1	hotel check	hhh	Harry has just inspected the San Diego hotel.	1	1	1	test_true	0.86	51972	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998226447	2	hotel check	hhh	It is important for Mr Jaynes to know whether all of the rooms had working air conditioning.	1	1	1	rel	0.74	21607	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998297302	3	Harvard admission exams	hlh	Eleanor passed some of her exams.	1	0	1	test_uncertain	1	70853	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998313726	4	Harvard admission exams	hlh	Eleanor knows whether Ethan passed all of the exams.	1	0	1	comp	0.23	16421	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998358701	5	Martha's cookies	llh	Martha had dinner with a friend.	0	0	1	test_false	0.21	44973	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998385054	6	Martha's cookies	llh	From what Martha said we may conclude that Emily did not eat all of the cookies.	0	0	1	imp	0.88	26352	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998420886	7	underage drinking	lhl	There were underage patrons drinking whiskey.	0	1	0	test_uncertain	0.15	35831	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998436030	8	underage drinking	lhl	All of the patrons drinking alcohol are underage.	0	1	0	prior	0.08	15143	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998474076	9	schizophrenia talk	hll	Lucy is really nervous about the talk. 	1	0	0	test_uncertain	0.08	38044	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998487324	10	schizophrenia talk	hll	From what Jacob said we may conclude that not all of the people enjoyed Lucy's talk.	1	0	0	imp	0.79	13247	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998515837	11	tail-donkey blindfold	hhl	Grace and Oliver are playing charades.	1	1	0	test_false	0	28512	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998540025	12	tail-donkey blindfold	hhl	It is important for Grace to know whether she put all of the tails in the right place.	1	1	0	rel	1	24185	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998577950	13	emails from a broken laptop	lll	Kate is working on a desktop computer.	0	0	0	test_false	0	37916	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998591603	14	emails from a broken laptop	lll	Joshua knows whether he received all of Kate's emails.	0	0	0	comp	0.26	13652	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998620597	15	M&M's in the hospital	lhh	Aunt Bethany travelled a long distance to visit Henry in the hospital.	0	1	1	test_uncertain	0.74	28985	English	fun experiment	10	5
A3F128VOB46KDM:3DPNQGW4LMNIG9CMVQFQO9XESVP46Z	1454998629805	16	M&M's in the hospital	lhh	From what Henry said we may conclude that he did not like all of the M&Ms.	0	1	1	imp	1	9206	English	fun experiment	10	5
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998218991	1	schizophrenia talk	hll	Lucy is really nervous about the talk. 	1	0	0	test_uncertain	0.82	19438	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998226110	2	schizophrenia talk	hll	From what Jacob said we may conclude that not all of the people enjoyed Lucy's talk.	1	0	0	imp	1	7119	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998250381	3	underage drinking	lhl	The bar can stay open after Edward's visit.	0	1	0	test_false	0	24270	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998255923	4	underage drinking	lhl	Edward knows whether all of the patrons drinking alcohol were underage.	0	1	0	comp	0.18	5541	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998288728	5	tail-donkey blindfold	hhl	Grace is unable to see where she has to pin the tails.	1	1	0	test_true	0.99	32804	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998293491	6	tail-donkey blindfold	hhl	From what Oliver said we may conclude that Grace did not put all of the tails in the right place.	1	1	0	imp	1	4763	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998314033	7	emails from a broken laptop	lll	Kate's laptop has a problem with the wifi connection.	0	0	0	test_uncertain	0.13	20542	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998323902	8	emails from a broken laptop	lll	It is important for Kate to know whether Joshua received all of her emails.	0	0	0	rel	0.29	9869	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998346869	9	Martha's cookies	llh	Martha is allergic to chocolate.	0	0	1	test_uncertain	0.26	22967	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998353045	10	Martha's cookies	llh	From what Martha said we may conclude that Emily did not eat all of the cookies.	0	0	1	imp	0.88	6174	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998373549	11	hotel check	hhh	Mr Jaynes is the manager of the San Diego hotel.	1	1	1	test_false	0.35	20504	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998380527	12	hotel check	hhh	All of the rooms had working air conditioning.	1	1	1	prior	0.65	6977	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998428506	13	Swiss watch protoype testing	hlh	Torsten Steinmeier is not executing the tests on the prototype himself.	1	0	1	test_true	0.42	47978	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998434012	14	Swiss watch protoype testing	hlh	It is important for Mr Papenhauser to know whether the prototype passed all of the tests scheduled for today.	1	0	1	rel	0.64	5505	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998446754	15	gift unwrapping	lhh	There were twelve children at the party.	0	1	1	test_uncertain	0.28	12740	English	NA	5	1
A3F4A17SCDWMQP:3VFJCI1K407RE83QIFKP8TLDENCGRW	1454998457432	16	gift unwrapping	lhh	Leonard unwrapped all of the presents right away.	0	1	1	prior	0.58	10678	English	NA	5	1
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962841080	1	rotten tomatoes	hll	Ted is fully dedicated to serving high quality food.	1	0	0	test_true	1	8117	English	NA	0	3
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962847443	2	rotten tomatoes	hll	From what Gilbert said we may conclude that not all of the tomatoes are rotten.	1	0	0	imp	1	6360	English	NA	0	3
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962860805	3	Martha's cookies	llh	Martha is allergic to chocolate.	0	0	1	test_uncertain	0.51	13359	English	NA	0	3
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962866355	4	Martha's cookies	llh	Martha knows whether Emily ate all of the cookies.	0	0	1	comp	0	5548	English	NA	0	3
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962871633	5	Harvard admission exams	hlh	Ethan is trying to get into an Ivy League university.	1	0	1	test_true	1	5276	English	NA	0	3
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962882567	6	Harvard admission exams	hlh	Ethan passed all of the exams.	1	0	1	prior	0.5	10932	English	NA	0	3
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962904955	7	Star Trek expert quiz	hhh	Amber knows a lot about 'Star Trek'.	1	1	1	test_true	1	22385	English	NA	0	3
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962910798	8	Star Trek expert quiz	hhh	From what George said we may conclude that Amber did not get all of the answers right.	1	1	1	imp	1	5842	English	NA	0	3
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962920724	9	NBA experts	hhl	Jason Barley and Richard Trellis have been close friends for almost three decades.	1	1	0	test_false	0.5	9923	English	NA	0	3
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962931901	10	NBA experts	hhl	It is important for Richard Trellis to know whether Greg Jones secured victory for his team during the last seconds of all of the decisive playoff matches.	1	1	0	rel	1	11176	English	NA	0	3
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962941065	11	underage drinking	lhl	The new laws on underage drinking are very strict.	0	1	0	test_true	1	9163	English	NA	0	3
A3FAURB3U6YND5:3L6L49WXW15MX5C8Q75LW3JEWZF45I	1454962955632	12	underage drinking	lhl	All of the patrons drinking alcohol are underage.	0	1	0	prior	0	14566	English	NA	0	3
